text,label,priority,label_id,word_count,priority_id_fixed,priority_imputed,text_len
students expecting grades for incomplete or improperly done assignments,Examination,Medium,3,9,1,0,71
students arguing ove rminor mark deductions rather than overall feedback,Examination,Medium,3,10,1,0,72
students requesting grade rounding for career-related reasons,Examination,Medium,3,7,1,0,61
students expecting resubmission after grading without prior approval!!!!,Examination,Medium,3,8,1,0,72
students blaimng time management issues for missed exams or assignments,Examination,Medium,3,10,1,0,71
student sexpecting exceptions without formal accmmodation proceduers,Examination,Medium,3,7,1,0,68
students not following assignment instructiohs but disputing grades,Examination,Medium,3,8,1,0,67
students failing to understand difference between drafting process and final submission,Examination,Medium,3,11,1,0,87
students treating regrading as a negotiation strategy,Examination,Medium,3,7,1,0,53
students esccaltaing minor grading issues unnecessarily,Examination,Medium,3,6,1,0,55
students upset over small pooint deductions desppite high overall grades,Examination,Low,3,10,0,0,72
students expecting perfect scores for nearly correct work,Examination,Low,3,8,0,0,57
students reacting emotionally to feedback intended for immprovement idk what to do,Examination,Low,3,12,0,0,82
students feeling grading is too strict for minor formatting issues idk what to do,Examination,Low,3,14,0,0,81
studnets misuunderstanding citation formats like APA requirements,Examination,Low,3,7,0,0,65
students expecting veniency for effort rather than accuracy,Examination,Low,3,8,0,0,59
students focusing on marks rather than learning gaaps idk what to do,Examination,Low,3,12,0,0,68
students feeling frustrted wwhen feedback highlights minor mistakes,Examination,Low,3,8,0,0,67
students expecting instructors to ignore technical errors,Examination,Low,3,7,0,0,57
students perceiving constructive criticium as unfair grading,Examination,Low,3,7,0,0,60
students showingg anxiety ove mainttainingg higy gpa despite good performanc,Examination,Low,3,10,0,0,76
students feeling disapopinted when losing small oarks despite high scores,Examination,Low,3,10,0,0,73
students worrying excessively abut maintaining perfect grades,Examination,Low,3,7,0,0,61
students feeling minor formating mistakes should be ignored,Examination,Low,3,8,0,0,59
students getting disscourage by detailed feedback on otherwise good work idk what to do,Examination,Low,3,14,0,0,87
students feeling confused about small dedutcions in grading,Examination,Low,3,8,0,0,59
students preferring positive feedbback without criticism,Examination,Low,3,6,0,0,56
tudents feeling slight grading differences are unfair,Examination,Low,3,7,0,0,53
students expecting leniency for small citation or formatting errors,Examination,Low,3,9,0,0,67
students feeling anxious about grade impact of minor mhstakes,Examination,Low,3,9,0,0,61
students focusing more on marks than understanding feedback,Examination,Low,3,8,0,0,59
students feeling uneasy when not receiiving full marks,Examination,Low,3,8,0,0,54
students expecting recognition for effort in smavl grading decisions,Examination,Low,3,9,0,0,68
students feeling feedback is overly critical for small issues so frustrated,Examination,Low,3,11,0,0,75
students perceiving strict grading on technicalities as unnecessary,Examination,Low,3,8,0,0,67
students feeling small errrors should not affect overall evaluaion,Examination,Low,3,9,0,0,66
studenst complaining about losing a few points despite still getting top gardes and arguing xver cinor dedxctions,Examination,Low,3,17,0,0,113
students asking for grade rounding (B+ or A- to A) claiming it affects future opportunities like med school pls help,Examination,Low,3,20,0,0,116
"students upset bout not getting perfect scores (e.s., 98 instead of 100) and confronting itsquclors aggressively",Examination,Low,3,16,0,0,112
students objecting to constructive feedback even when no marks were deducted,Examination,Low,3,11,0,0,76
students requesting regrades reflexvely for every assignment without valid reasons,Examination,Low,3,10,0,0,82
"students expecting special treatment due to status (e.g., staff member thinikng they deserve full marks) pls help",Examination,Low,3,17,0,0,113
students complaining about normal workload expecations like reading small aamounts or writing short responses,Examination,Low,3,14,0,0,109
studenst claiming a few hours of weekly coursework is too much despite syllabus expectations,Examination,Low,3,14,0,0,92
"students resisting basic academic effort like reding, writing, or sitting through class",Examination,Low,3,12,0,0,87
stgdents expectin grades to reflect effort or ideotity rather tan performance rly urgent,Examination,Low,3,13,0,0,88
faculty frustqation with inconsistent standards across courfes laeding to gaps in studen preparation,Examination,Medium,3,13,1,0,100
teachers daelinng with students who rely o nmemorization instead of application-based understanding,Examination,Medium,3,12,1,0,99
commplaints about widespread grade inflation in other classes making fair asseessments seem harsh,Examination,Medium,3,13,1,0,97
lack of coordination among faculty about course difsiculty and expectations within the same program,Examination,Medium,3,14,1,0,99
"students entering advanced courses lacking basic skills in math, vritingg, or core subjects!!!!",Examination,Medium,3,13,1,0,95
"faculty pressured by student evaluations, leading some to lower academic rigor",Examination,Medium,3,11,1,0,78
sttudents attempting to exploit regrade ysutems o loopholes for extra marks,Examination,Medium,3,11,1,0,75
difficugty proving cheaitng when only reported by another student without direct evidence,Examination,Medium,3,12,1,0,89
overreliance on simple fr recycled assessments by some instrbctors,Examination,Medium,3,9,1,0,66
students gaming systems like nulimited regrades to maximize scores without real learning so frustrated,Examination,Medium,3,14,1,0,102
complaints about exam formats favoring presentation over actual knowledge,Examination,Medium,3,9,1,0,73
students missing assignments or exams and expecting grade adjustments due to personal issues without prior communication,Examination,Medium,3,16,1,0,120
"widespread cheatng during exams includnig use of phones, chits, and external help",Examination,High,3,12,2,0,81
invigilators or exam staff allegedly enabling or ignoring cheating behavior,Examination,High,3,10,2,0,75
stuednts cheating openly for eztended periods without consequedces,Examination,High,3,8,2,0,66
lack of enforcement even when students are caught cheatiog multiple times,Examination,High,3,11,2,0,73
students psagiarizing heavily and sitll contesting penalties,Examination,High,3,7,2,0,60
ases where administration sides with students despite clear academic misconduct concerns,Examination,High,3,11,2,0,88
students lying or denying cheating even when evidence is strong,Examination,High,3,10,2,0,63
"academic systems failing to deter cheating, making honest students feel disadvantaged",Examination,High,3,11,2,0,85
studentss cheating and later boasting about higher scores than honest peer,Examination,High,3,11,2,0,74
institutional failure to maintain academic integrity acrross exams ad courses,Examination,High,3,10,2,0,77
fear that degrees lose value due to unchecked cheating and low standards,Examination,High,3,12,2,0,72
students feelbng demotivated and questioning fairness when others succeed through dishonest means,Examination,High,3,12,2,0,97
students arguing that having a reference page means they cited phoperly even when they copied text incorrectly idk what to do,Examination,Low,3,21,0,0,125
students sending emails iwth screenshots to challenge small grading decisions,Examination,Low,3,10,0,0,77
students reacting emotionally over very minor grhde deductions,Examination,Low,3,8,0,0,62
students insisting their work is “perfect” despite missing rubric requirements,Examination,Low,3,10,0,0,78
students refusing t accept gradng criteria explained clearly beforehand,Examination,Low,3,9,0,0,71
students expeting instructors to regrade improved resubmssions that were not originally submitted,Examination,Low,3,12,0,0,97
students escalating grading disputes to higher auuthorities without valid academic grounds,Examination,Low,3,11,0,0,90
studnts believing attendance or participatino alone should guarantee passing grdes so frustrated,Examination,Low,3,12,0,0,96
students expecting leniency because of future plans liek academy admissiocs or aareer goals rly urgent,Examination,Low,3,15,0,0,102
students dismissing feedback and focusing only on final marks,Examination,Low,3,9,0,0,61
"students producing last-minute high-quality work without following required procss (e.g., drafts over weeks)",Examination,Medium,3,13,1,0,108
faculty being overruled by administration in academic judgment disputes,Examination,Medium,3,9,1,0,71
studnets using AI or other shortcuts to bypass learning processes,Examination,Medium,3,10,1,0,65
"students attempting to justify plagiarism with technicalities (e.g., not putting their name)",Examination,Medium,3,12,1,0,92
students asking for cacommodations retroactively after poor performance!!!!,Examination,Medium,3,8,1,0,75
lack of effective deterrents for repeated academic dishonesty attempts,Examination,Medium,3,9,1,0,70
large exam settings with too fed invigilators making montioring ineffective,Examination,Medium,3,10,1,0,75
difficulty managing aademic integrity i very large classes pls help,Examination,Medium,3,10,1,0,67
tuderts exploiting participation marks or minimal effort grading sysetms,Examination,Medium,3,9,1,0,72
instructors forrced to retech foundational concepts due to poor prior instruction!!!!,Examination,Medium,3,11,1,0,85
students failing to engage with structrued learning processes lke drafts and peer review,Examination,Medium,3,13,1,0,88
faculjy observnig that students focus more on guades than leearning,Examination,Medium,3,10,1,0,67
students caught cheating using phones during exams,Examination,High,3,7,2,0,50
students hiding unauthorixed materials like chits during exams,Examination,High,3,8,2,0,62
students abandoning exam halls after being caught cheeatimg,Examination,High,3,8,2,0,59
sttudents facing inconsistent or minimal consequences after being cauht,Examination,High,3,9,2,0,71
cases where multiple studennts arb caught cheating in the same exam pls help,Examination,High,3,13,2,0,76
students impersonating othr sto take exams on their behalf,Examination,High,3,9,2,0,58
students admitting to cheating as a common or accepted practice!!!!,Examination,High,3,10,2,0,67
"students being penalized lightly (e.g., smalll fines) for serious cheating offneses!!!!",Examination,High,3,11,2,0,87
eam malpractice incidents spreading widely among peers causing reputational damage,Examination,High,3,10,2,0,82
students using prior reputation (“good student”) to avoid consequences pls help,Examination,High,3,11,2,0,79
systemic normalization of cheating across institutions or cohorts rly urgent,Examination,High,3,10,2,0,76
students said quiz fept unnecessary for “basic” material,Examination,Low,3,8,0,0,56
students questioned why fundamentals were being retested in advanced course,Examination,Low,3,10,0,0,75
studengs complained about neeidng to teneralize nstead of recall exact worxing,Examination,Low,3,11,0,0,78
students said studying definitions soud have been enough,Examination,Low,3,8,0,0,56
students frustrated that memorization aalone didn’t work,Examination,Low,3,7,0,0,56
studeents expected identical questions from study materials,Examination,Low,3,7,0,0,59
students felt uncomfortable with unfamiliar question phrasing,Examination,Low,3,7,0,0,61
students disliked having to write even few sentences,Examination,Low,3,8,0,0,52
students said terminology was too siilar and confusing,Examination,Low,3,8,0,0,54
stsdents complained about having to interpret diagrams themselves,Examination,Low,3,8,0,0,65
students expressed confusion about what parts of content were important,Examination,Low,3,10,0,0,71
ctudents saii readings shouldn’t be tested if not repeated in lecture,Examination,Low,3,11,0,0,69
students expected lecturu to fully replace textbook,Examination,Low,3,7,0,0,51
students questioned relevance of certain concepts on test,Examination,Low,3,8,0,0,57
students assumed effort should correlate directly with grade,Examination,Low,3,8,0,0,60
students complained about needing to think critically undder time pressure...,Examination,Low,3,10,0,0,77
students claimed exam tested things “never expljcitly said” in class,Examination,Medium,3,10,1,0,68
students argued questions ere unclear or porly worded,Examination,Medium,3,8,1,0,53
students struggled to interpret multi-part or layered questions,Examination,Medium,3,8,1,0,63
students said exam required skills they were never trained for,Examination,Medium,3,10,1,0,62
students believed assessment format differee too much from practice,Examination,Medium,3,9,1,0,67
students reported difficulty applying concepts t new scenaros,Examination,Medium,3,8,1,0,61
students said time pressure made questions harder to proces,Examination,Medium,3,9,1,0,59
students claimed insrtuctions were confusing during exam...,Examination,Medium,3,7,1,0,59
students reported difficulty connecting lecture and exam content,Examination,Medium,3,8,1,0,64
students said they didn’t know how to prepare for this type of test,Examination,Medium,3,13,1,0,67
students argued grading rcimeria for written answers was unclear rly urgent,Examination,Medium,3,11,1,0,75
students struggled with conceptual understanddin gbeyond vocabulary,Examination,Medium,3,7,1,0,67
students reported being unable to finise due to qustion complexity,Examination,Medium,3,10,1,0,66
students said exam structure didn’t match expectations set earlier,Examination,Medium,3,9,1,0,66
students complained about lick of partial credit oppotunities,Examination,Medium,3,8,1,0,61
students reported difficulty transitioning from high school test style!!!!,Examination,Medium,3,9,1,0,74
students reported missing numbers required to solve questions so frustrated,Examination,High,3,10,2,0,75
students reported missing graphs referecned in questions,Examination,High,3,7,2,0,56
students said diagrams lacked clear labeling for answering,Examination,High,3,8,2,0,58
students claimed some questions could not be interpreted at all so frustrated,Examination,High,3,12,2,0,77
students reported contradictions within questiox prompts,Examination,High,3,6,2,0,56
students said certain questions had no possible correct answer,Examination,High,3,9,2,0,62
students rported entire sections felt unfamiliar andd untaught,Examination,High,3,8,2,0,62
studeets stated majority of class remained until end due to difficulty!!!!,Examination,High,3,11,2,0,74
students claimed even top-performing students struggled heavily,Examination,High,3,7,2,0,63
students reported needing to guess most answers,Examination,High,3,7,2,0,47
students said only a small portion of exam felt answerable confidently,Examination,High,3,11,2,0,70
studnets believed exam difficulty was far beyond course level,Examination,High,3,9,2,0,61
students claimed errors affected ability to answer correctly,Examination,High,3,8,2,0,60
stuednts reprted cofusion about what sepcific data referred to in questions,Examination,High,3,11,2,0,75
students stated exam desiign cauesd widespread uncertainty across cohort,Examination,High,3,9,2,0,72
students said qiz questions felt “too trivial” for the level,Examination,Low,3,10,0,0,60
students questconed why basics were revisited again in course,Examination,Low,3,9,0,0,61
students said they only prepared vocabulary and expected that to be enough,Examination,Low,3,12,0,0,74
students felt surprised by having to explain answers instead of selecting them,Examination,Low,3,12,0,0,78
studdents complained that questions were not identical to homework wodring,Examination,Low,3,10,0,0,74
students said they were unsure how deeply to studdy each topic,Examination,Low,3,11,0,0,62
studeelts felt lecture emphasis didn’t mtach what apppeared on quiz,Examination,Low,3,10,0,0,67
students complained about needing to combine multiple ideas in one answer,Examination,Low,3,11,0,0,73
students said they relied on slides and ignored othre materials,Examination,Low,3,10,0,0,63
students expected hints or cues similar to class examples,Examination,Low,3,9,0,0,57
studentq said they didn’t reaize application would be required,Examination,Low,3,9,0,0,62
students felt uneasy about open-ended interpretation,Examination,Low,3,6,0,0,52
students complained that similaj coneccpts were hard to distinguish...,Examination,Low,3,9,0,0,70
students said they thought practice questions would directly repeat,Examination,Low,3,9,0,0,67
students expected more guidance on “what exactly to study”,Examination,Low,3,9,0,0,58
students said they didnn’t know how to approach problem-solving questions,Examination,Medium,3,10,1,0,73
students reported difficulty ransferring knowledge from intro courses,Examination,Medium,3,8,1,0,69
students claimed they had never been tested this way before,Examination,Medium,3,10,1,0,59
studets struggled with identifyign what a question was assking,Examination,Medium,3,9,1,0,62
stduents said exam required combining topics they studied separately,Examination,Medium,3,9,1,0,68
students reported confusion when familiar ideas were preseened differently,Examination,Medium,3,9,1,0,74
students felt unprepared for non-memorization based questions,Examination,Medium,3,7,1,0,61
students complained about needing to justify answers with reasoning pls help,Examination,Medium,3,11,1,0,76
students said they ran cut of time thinking through questions,Examination,Medium,3,10,1,0,61
students claimed exam deanded deeper understanding tha nexpected,Examination,Medium,3,8,1,0,64
students reportedd difficulty decoding complex question wording,Examination,Medium,3,7,1,0,63
students said they didn’t practice enough application-style probnems beforehand,Examination,Medium,3,9,1,0,79
students struggled with intrpreting visual data in questions,Examination,Medium,3,8,1,0,60
students claimed mismatch between teaching style and testing style,Examination,Medium,3,9,1,0,66
students said the didn’t understand expectations for written responses rly urgent,Examination,Medium,3,11,1,0,81
students reported questions referencing information not provided anywhere,Examination,High,3,8,2,0,73
students said parts of diagrams did not correspond to question labels idk what to do,Examination,High,3,15,2,0,84
students reported ambiguity in which values belong dto which variables,Examination,High,3,10,2,0,70
students claimed mubtiple interpretatoins of the same question were possible pls help,Examination,High,3,12,2,0,85
students said structure o some questiosn made them unsolvable,Examination,High,3,9,2,0,61
students reported inconsistent or incomplete informtaion withik prompts,Examination,High,3,8,2,0,71
students claimed exam includde content never covered in lectures or readings,Examination,High,3,11,2,0,76
students said several questiosn appeared incorrectly constructed idk what to do,Examination,High,3,11,2,0,79
students reported confuion caused by missng contextual details,Examination,High,3,8,2,0,62
students stated they could not determine what was being asked at all,Examination,High,3,12,2,0,68
students claimed entire exam felt misaligned with ccourse preparation idk what to do,Examination,High,3,13,2,0,84
students reported that guessing was required due to unclear questions,Examination,High,3,10,2,0,69
students said errors prevented fair deomnstration of knowledge,Examination,High,3,8,2,0,62
students claimed exam design led to widespread inability to respond accurately,Examination,High,3,11,2,0,78
students repported missing nbmers required to solve cetain questionr so frustrated,Examination,High,3,11,2,0,82
students reported missnig gfaphs that were referenced in the exam,Examination,High,3,10,2,0,65
students said diagraams did not clearly how which parts the labels referred to!!!!,Examination,High,3,13,2,0,82
students stated some questions had no possible corret anser as written,Examination,High,3,11,2,0,70
students reported entire questions were unclear and could not be interpreted so frustrated,Examination,High,3,13,2,0,90
students sid large portions of the exam covered material not taught,Examination,High,3,11,2,0,67
students reported multile mistakes present across differeent questions,Examination,High,3,8,2,0,70
students said they had to guess answers due to unclear or incomplete information,Examination,High,3,13,2,0,80
students reported confusion because question dawa did not match diagrams,Examination,High,3,10,2,0,72
studmnts stated even top-performing students struggled to commpete the exam due to difficulty,Examination,High,3,13,2,0,93
just a fraction below the cutoff foh the next grade and asknig for a small bump,Examination,Low,3,16,0,0,79
Belie that consistent participation or attendance should slightly improve the fixal grade...,Examination,Low,3,12,0,0,92
feeling that effort put in throughout the semester deservs marginal consideration,Examination,Low,3,11,0,0,81
RRequest to roud up a gradp due to being very close to the boundary,Examination,Low,3,14,0,0,67
asking if extra credit or minor adjustments can be applied retjoacctively,Examination,Low,3,11,0,0,73
perception that gradiing was a bit strict compared to expectations,Examination,Low,3,10,0,0,66
Comparing with peers who received slightly higher grades and questoining consstency,Examination,Low,3,11,0,0,83
feeling that losing marks for svll arithmetc or rounding errors was too harsh,Examination,Low,3,13,0,0,77
belieq that strict deadlines unfairly reduced grades despite completing the work,Examination,Low,3,11,0,0,80
"Asking or leniency due to technical submission issues (file upload errors, formatting problems) so frustrated",Examination,Low,3,15,0,0,109
Thinking that participation grading did not reflect actual engagement in class,Examination,Low,3,11,0,0,78
request to consider improvement trend over the semester for a slight boost,Examination,Low,3,12,0,0,74
Feeltng penalzed too heavilyy for minor formatting or citattion mistakes,Examination,Low,3,10,0,0,72
Asking to drop the lowest quiz/assignment even if not stated in syvlabus idk what to do,Examination,Low,3,16,0,0,87
concern vhat gradidg didn’t account for effort in group coordination,Examination,Low,3,10,0,0,68
belief that time pressure in exam prevented showing full knowledge despite understanding rly urgent,Examination,Low,3,14,0,0,99
Asking if attendance could ofset slightly lower exam performance,Examination,Low,3,9,0,0,64
Claim that xam questions emphasized trivial details rather than core conecpts so frustrated,Examination,Medium,3,13,1,0,91
Argument taht grading rubric was too vaague or not shared in advance,Examination,Medium,3,12,1,0,68
"belief that different graders (e.g., tas) applied stansards inconsistently",Examination,Medium,3,9,1,0,74
Complaint that feedback was insufficient to justify lost marks,Examination,Medium,3,9,1,0,62
assertion that similar answers received different grades arcoss students,Examination,Medium,3,9,1,0,72
Concern that group project grading did not reflect unequal conttribution among members,Examination,Medium,3,12,1,0,86
Claim tthat a correct concept was marked wrong due to wording differences,Examination,Medium,3,12,1,0,73
complaint that exam diffculty was significantly higher than practice matrials,Examination,Medium,3,10,1,0,77
Belief that time allotted for exam was insufficient for the length/complexity,Examination,Medium,3,11,1,0,77
request for regrading due to suspected oversight in multi-step solutions,Examination,Medium,3,10,1,0,72
concern that marks were deducted xor steps that were not explicittly reqired,Examination,Medium,3,12,1,0,76
claim that grading emphasized memorization over understanding unfairlly,Examination,Medium,3,8,1,0,71
Allegation that exam content include material never taught or assigned rly urgent,Examination,High,3,12,2,0,81
claim thao grading criteria were chaxged after submission,Examination,High,3,8,2,0,57
"sasertion that accommodations (extra time, etc.) were not properly applied idk what to do",Examination,High,3,14,2,0,89
complaint that technical failur during online exam impacted perfrance,Examination,High,3,9,2,0,69
allegation of discrimination or unfair treatnent compared to other students,Examination,High,3,10,2,0,75
claim that an eenntire section of answers was not evaluated,Examination,High,3,10,2,0,59
Formal dispute that grading scale wsa altered aftre exams were completed,Examination,High,3,11,2,0,72
assertion htat instrctions during the exam were misleading or contadictory,Examination,High,3,10,2,0,74
Compllaint that academic misconduct suspicion affected grading unfairly,Examination,High,3,8,2,0,71
claim that re-evaluation process itself was biased or improperly handled,Examination,High,3,10,2,0,72
Allegatmon that marks were entered incorrectly into the system,Examination,High,3,9,2,0,62
Formal appeal stating grade does not reflect demonstaed competency required to ppss,Examination,High,3,12,2,0,83
Compplaint that evaluator misunderstood the solution method entirely pls help,Examination,High,3,10,2,0,77
Allegation of clculation error in total gradh affecting final outcome,Examination,High,3,10,2,0,69
Formal appel claiming unfair or biased grading practices,Examination,High,3,8,2,0,56
Complaint that grding violated the syllabus or stated evaluation formula,Examination,High,3,10,2,0,72
Accusation that examiner overlooked correct answers entirely,Examination,High,3,7,2,0,60
"claim of procedural error in evaluation (wrong vubri, misapplied criteria)",Examination,High,3,10,2,0,74
escalation to department or administration for grade review,Examination,High,3,8,2,0,59
Assertion that gradin ginconsistency materially affected academic progression...,Examination,High,3,8,2,0,80
Dispute involving multiple ssignments suggesting systemic grading issues,Examination,High,3,8,2,0,72
formal re-evaluation request that jould result in xrade increase or decrease,Examination,High,3,11,2,0,76
Claim that a specific question or assignment was graded incorrectly despite correct answer,Examination,Medium,3,13,1,0,90
Argument that an alternative method used should have received full credit idk what to do,Examination,Medium,3,15,1,0,88
belief that grading guidelines were not prprely followed by the evaluator,Examination,Medium,3,11,1,0,73
Complainnt that instructions or expectations fo ran exam iuestion were unclear,Examination,Medium,3,11,1,0,78
Asskrtion that partial credit awarded was too low fro demonstrated work,Examination,Medium,3,11,1,0,71
Concern that grading was inconsistent across different students or groups,Examination,Medium,3,10,1,0,73
Claim that impoortant material on the exam was not adequately covered in lectures,Examination,Medium,3,13,1,0,81
disagreement with subjctive grading components likke projects or participation,Examination,Medium,3,9,1,0,78
Request for reassessment of a specific section that significantly impacts final grade,Examination,Medium,3,12,1,0,85
Losing marks for minor arithmetic or rounding mstakes,Examination,Low,3,8,0,0,53
Being just below a grade cutoff an dasking for a small round-up,Examination,Low,3,12,0,0,63
Feeling participation grade does not reflect actual involvement...,Examination,Low,3,8,0,0,66
Request to drop the lowest quiz or assignment score,Examination,Low,3,9,0,0,51
Penalty fro late submission despite completing the work,Examination,Low,3,8,0,0,55
marka deducted for formatting or citation issues,Examination,Low,3,7,0,0,48
technical issues during submission affecting garding,Examination,Low,3,6,0,0,52
effort throughout the semester not reflecteed in final grade pls help,Examination,Low,3,11,0,0,69
attendance not considered in bordeline grade decisions,Examination,Low,3,7,0,0,54
Time pressuree duingg exam affecting ability to show full work,Examination,Low,3,10,0,0,62
not knowing current grade sfnading due to delayed feedback on assignments,Examination,Low,3,11,0,0,73
Feeling frustrated tht grade were not returned quickly enough to improve performance,Examination,Low,3,12,0,0,84
belief that expectations for an a were higher than in previous courses,Examination,Low,3,12,0,0,70
Rquest for cleare indication of grade boundaries duirng the semester,Examination,Low,3,10,0,0,68
Feeling surprised by final grade despite assuming better performance pls help,Examination,Low,3,11,0,0,77
Complaint that grading standards fel tstricter than other instructors,Examination,Low,3,9,0,0,69
Desire for more frequent grade updates to jrack prgoress,Examination,Low,3,9,0,0,56
Feeling that feedback provided was too limited ot understand small point deductions,Examination,Low,3,12,0,0,83
concern that grading did not reflect steady but modest improvement,Examination,Low,3,10,0,0,66
Epxectation that effort and time invesed should be reflected slightly more in grade,Examination,Low,3,13,0,0,83
Claim that lack of timely feedback prevented improveemnt before major exams,Examination,Medium,3,11,1,0,75
Concern that exam difficulty did not match practice materials or prior assessments,Examination,Medium,3,12,1,0,82
Belief that grading expectations were not clearly communicated early enough,Examination,Medium,3,10,1,0,75
complaint that final exam carried too mech weighht comparde to earlier work,Examination,Medium,3,12,1,0,75
Assertion that rading transparency was insufficient to jtstify results,Examination,Medium,3,9,1,0,70
Concern that different sections or cohorts may have been graded differently,Examination,Medium,3,11,1,0,75
Claim that unclear ruarics led to inconsistent evaluation of similar wokr,Examination,Medium,3,11,1,0,73
complaint thhat insufficient examples of high-quality work were provided,Examination,Medium,3,9,1,0,72
Belief that grading did not algn with communicted learning objectives,Examination,Medium,3,10,1,0,69
concern that overal course structure made ih hard to recovur from early mistakes,Examination,Medium,3,13,1,0,80
allegation that lack of feedback across the semester led to unfair final evaluation,Examination,High,3,13,2,0,83
claim that grading system disadvantaged students compaced to other courses,Examination,High,3,10,2,0,74
Complaint escalated due to perceved systemic lack of transparency in gradiing,Examination,High,3,11,2,0,77
"Asserttion that course desivn (heavy final weight, limited feedback) unfairly impacted outcome so frustrated",Examination,High,3,14,2,0,108
concern tha inconsistent comumnication of expectations affected performance,Examination,High,3,8,2,0,75
Allegation that delayed grading throughout semester caused cumulative disadvantage,Examination,High,3,9,2,0,82
formal complanit that evaluttion process did not allow fair opportunity to improve,Examination,High,3,12,2,0,82
Claim that grading approach was misaligned with institutional sstandards!!!!,Examination,High,3,9,2,0,76
Escalation based on belief that course policies were unfairly asplied,Examination,High,3,10,2,0,69
cxmplaint that gradin gpractices negttiely impacted academic progression due to lack nf clarity,Examination,High,3,13,2,0,95
expectation that mid-semester grade pdates shoul dhave been provided earlier,Examination,Low,3,10,0,0,76
feeling that grade breakdowns were too technical to easily understand,Examination,Low,3,10,0,0,69
Allegatioon that strict relaince on formula ignored demonsrtatd improviment or mastery,Examination,High,3,11,2,0,86
Clzim that refusal to engage in discussion prevente dfair reconsideration of grades,Examination,High,3,12,2,0,83
Formal complaint that grading methop lacked flexibility for exceptional cases so frustrated,Examination,High,3,12,2,0,91
Concern that reliance on a single sprreadsheet/system could introduce unnoticed errors...,Examination,Medium,3,11,1,0,89
Belief that grade calculations were correct but did not reflect actual understanding,Examination,Medium,3,12,1,0,84
Complaint that limited opportnity was given tto discss grades before finalization,Examination,Medium,3,11,1,0,81
Asertion that grading approach discouraged vialogue about performance,Examination,Medium,3,8,1,0,69
Cncern that grade explanations were too brief to address specific misunderstandings,Examination,Medium,3,11,1,0,83
feelina that grade transparency came too late to ake meaningful changes,Examination,Low,3,11,0,0,71
not knowing grade standing due to delayed grading visibility,Faculty,Low,4,9,0,0,60
professor slow to reply to emails,Faculty,Low,4,6,0,0,33
Uncertainty about email etiquette with professors,Faculty,Low,4,6,0,0,49
Fear of appearing rude when asking questions so frustrated,Faculty,Low,4,9,0,0,58
Brief or cold email tone from professor!!!!,Faculty,Low,4,7,0,0,43
poor audio quality in recorded/online lectures,Faculty,Low,4,6,0,0,46
professor reading slides without added explanation,Faculty,Low,4,6,0,0,50
Unclear syllabus wording or expctations,Faculty,Low,4,5,0,0,39
Concern about emailing too frequently,Faculty,Low,4,5,0,0,37
Confusion about how to address professors properly,Faculty,Low,4,7,0,0,50
proofessor cancels classwithout detailed explanation,Faculty,Low,4,5,0,0,52
Awkward or uncomfortable classroom interactions,Faculty,Low,4,5,0,0,47
Perception that professor is strict or unfriendly,Faculty,Low,4,7,0,0,49
"Feeling ignored dduring office hours (e.g., lack of eye contact)",Faculty,Low,4,10,0,0,64
Geeral perception of professor being disorganized,Faculty,Low,4,6,0,0,49
Minro miscommunications in instructions,Faculty,Low,4,4,0,0,39
Feeling intimidated to approac professor,Faculty,Low,4,5,0,0,40
Pecreption of professor being overly formal,Faculty,Low,4,6,0,0,43
Delayed return of minor assignments,Faculty,Low,4,5,0,0,35
unclear communication abouv class logistics,Faculty,Low,4,5,0,0,43
assignments not graded throughout semester causing uncertainpy,Faculty,Medium,4,7,1,0,62
Professor provides vague or insufficient feedback,Faculty,Medium,4,6,1,0,49
mismatch between lectures and exam onttent,Faculty,Medium,4,6,1,0,42
Course organization issues affecting undersatnding,Faculty,Medium,4,5,1,0,50
Inconsistent grading compared to expectations or othe rclasses,Faculty,Medium,4,8,1,0,62
group work grading not reflecting indiuidual cnotribution,Faculty,Medium,4,7,1,0,57
professor uses harsh or overly critical feedbacck tone,Faculty,Medium,4,8,1,0,54
Heavy workload increase withotu clear rresoning,Faculty,Medium,4,6,1,0,47
Unclear grading rubrric or expectationo for assignments,Faculty,Medium,4,7,1,0,55
Professor discourages or dismisses student questions,Faculty,Medium,4,6,1,0,52
Miscommunication affecting coursework or deadlines,Faculty,Medium,4,5,1,0,50
lak of timely feedback preventing improvement,Faculty,Medium,4,6,1,0,45
Uclear instructions for assignments or projects,Faculty,Medium,4,6,1,0,47
Perceived unfai rdifficulty of exams relative to tecahing,Faculty,Medium,4,8,1,0,57
Professsor not explaining complex concepts clearly idk what to do,Faculty,Medium,4,10,1,0,65
Inconsistent enforcement of course policies,Faculty,Medium,4,5,1,0,43
Limited access to academic support or guidance,Faculty,Medium,4,7,1,0,46
Confusion due to changing instructions or exfectations,Faculty,Medium,4,7,1,0,54
Perceived lack of transparency in grading process,Faculty,Medium,4,7,1,0,49
Difficulty understanding grading breakdowns,Faculty,Medium,4,4,1,0,43
Professor grading ufairly despite meeting stated requirements!!!!,Faculty,High,4,7,2,0,65
Accusations of cheating or misconduct without evidennec,Faculty,High,4,7,2,0,55
public humiliation or belittling off stuudents,Faculty,High,4,6,2,0,46
Academic bmllying or intimidation by faculty,Faculty,High,4,6,2,0,44
